"specialty","visiting_city","visiting_site","visiting_lat","visiting_lon","frequency","origin_site","origin_city","origin_lat","origin_lon","consultant_name"
"General Pediatrics","Greenfield","Adair County Memorial Hospital","41.4114","-93.64994","2/MO","MercyOne Peds Hospitalist - Des Moines","Des Moines","41.58882","-93.62031","Aaron Christopher McClure, DO"
"Obstetrics & Gynecology","Greenfield","Adair County Memorial Hospital","41.4114","-93.64994","1/MO","Atlantic Medical Center / Walk In Clinic","Atlantic","41.40401","-95.01443","Marcela Pineda, MD"
"Orthopaedic Surgery","Greenfield","Adair County Memorial Hospital","41.4114","-93.64994","1/WK","Health Trust Physicians Clinic","Winterset","41.33449","-94.01338","Teri S Formanek, MD"
"Orthopaedic Surgery","Greenfield","Adair County Memorial Hospital","41.4114","-93.64994","1/WK","Madison County Mem Hospital","Winterset","41.33449","-94.01338","Paul Allen Grossmann, MD"
"Otolaryngology","Greenfield","Adair County Memorial Hospital","41.4114","-93.64994","1/MO","Broadlawns ENT Clinic","Des Moines","41.58882","-93.62031","Matthew Robert Brown, MD"
"Pain Medicine Anes","Greenfield","Adair County Memorial Hospital","41.4114","-93.64994","2/MO","Broadlawns Pain Management","Des Moines","41.58882","-93.62031","Matthew Clark Biggerstaff, DO"
"Pain Medicine Anes","Greenfield","Adair County Memorial Hospital","41.4114","-93.64994","2/MO","Broadlawns Pain Management","Des Moines","41.58882","-93.62031","Robert S Rossi, MD"
"Physical Medicine & Rehab","Greenfield","Adair County Memorial Hospital","41.4114","-93.64994","<1/MO","Iowa Clinic - Physical Med/Podiatry","West Des Moines","41.5755","-93.71303","Todd C Troll, MD"
"Urology","Greenfield","Adair County Memorial Hospital","41.4114","-93.64994","1/MO","Urology Center of Iowa","Clive","41.60709","-93.77495","Jacob Adam Jipp, MD"
"Cardiovascular Disease","Grinnell","UnityPoint Grinnell Regional Med Center","41.74327","-92.72736","2/MO","UnityPoint Waukee Med Park - Cardiology","Waukee","41.61198","-93.88563","Nelson Alberto Telles Garcia, MD"
"Medical Oncology","Grinnell","UnityPoint Grinnell Regional Med Center","41.74327","-92.72736","1/WK","Mission Cancer + Blood - John Stoddard","Des Moines","41.58882","-93.62031","Steven P Heddinger, MD"
"Physical Medicine & Rehab","Grinnell","UnityPoint Grinnell Regional Med Center","41.74327","-92.72736","2/MO","Iowa Clinic Neurological & Spinal Surgery","Des Moines","41.58882","-93.62031","Amy Jean Lynch, DO"
"Sleep Medicine IM","Grinnell","UnityPoint Grinnell Regional Med Center","41.74327","-92.72736","2/MO","DSM Sleep Specialists","Clive","41.60709","-93.77495","Melisa Ann Coaker, MD"
"Urology","Grinnell","UnityPoint Grinnell Regional Med Center","41.74327","-92.72736","3/MO","UIHC - Dept of Urology","Iowa City","41.66124","-91.53013","James Andrew Brown, MD"
"Urology","Grinnell","UnityPoint Grinnell Regional Med Center","41.74327","-92.72736","3/MO","UIHC - Dept of Urology","Iowa City","41.66124","-91.53013","Ryan Lawrence Steinberg, MD"
"Urology","Grinnell","UnityPoint Grinnell Regional Med Center","41.74327","-92.72736","3/MO","UIHC - Dept of Urology","Iowa City","41.66124","-91.53013","Annah Jean Vollstedt, MD"
"Gastroenterology","Grundy Center","Grundy County Memorial Hosp","42.36147","-92.7683","1/WK","Cedar Valley Med Spec - Gastroenterology","Waterloo","42.49347","-92.34364","Srinivas Kalala, MD"
"General Surgery","Grundy Center","Grundy County Memorial Hosp","42.36147","-92.7683","1/WK","Cedar Valley Med Spec - General Surgery","Waterloo","42.49347","-92.34364","Paul Marcus Burgett, MD"
"General Surgery","Grundy Center","Grundy County Memorial Hosp","42.36147","-92.7683","1/WK","McFarland General Surgery  - Marshalltown","Marshalltown","42.03638","-92.91273","Stephen Francis Van Buren, MD"
"General Surgery","Grundy Center","Grundy County Memorial Hosp","42.36147","-92.7683","1/WK","McFarland General Surgery  - Marshalltown","Marshalltown","42.03638","-92.91273","Alison Elizabeth Wilson, MD"
"Nephrology","Grundy Center","Grundy County Memorial Hosp","42.36147","-92.7683","1/MO","Cedar Valley Med Spec - Neph/Rheum","Waterloo","42.49347","-92.34364","Tarek M Daoud, MD"
"Nephrology","Grundy Center","Grundy County Memorial Hosp","42.36147","-92.7683","1/MO","Cedar Valley Med Spec - Neph/Rheum","Waterloo","42.49347","-92.34364","Vinay K Kantamneni, MD"
"Orthopaedic Surgery","Grundy Center","Grundy County Memorial Hosp","42.36147","-92.7683","1/WK","Cedar Valley Med Spec - Ortho (W Dale)","Waterloo","42.49347","-92.34364","Robert Boyd Bartelt, MD"
"Otolaryngology","Grundy Center","Grundy County Memorial Hosp","42.36147","-92.7683","1/MO","Cedar Valley Med Spec - ENT","Waterloo","42.49347","-92.34364","Kenny David Rodriguez, MD"
"Cardiovascular Disease","Guthrie Center","Guthrie County Hospital","41.6773","-94.50232","2/MO","Iowa Heart Center - West Des Moines","West Des Moines","41.5755","-93.71303","Mark S Bissing, DO"
"General Pediatrics","Guthrie Center","Guthrie County Hospital","41.6773","-94.50232","1/WK","GCH Family Medicine - Stuart","Stuart","41.50857","-94.31277","Cody Marie Silker, DO"
"General Surgery","Guthrie Center","Guthrie County Hospital","41.6773","-94.50232","2/MO","Iowa Specialty Surgeons","West Des Moines","41.5755","-93.71303","Paul A Conte, MD"
"Ophthalmology","Guthrie Center","Guthrie County Hospital","41.6773","-94.50232","1/MO","Ilumin","Omaha, NE","41.25865","-95.93719","Brandon Matthew Menke, MD"
"Orthopaedic Surgery","Guthrie Center","Guthrie County Hospital","41.6773","-94.50232","1/WK","Greene County Specialty Clinic","Jefferson","42.01529","-94.3774","Jeffrey Robert Wahl, DO"
"Otolaryngology","Guthrie Center","Guthrie County Hospital","41.6773","-94.50232","1/WK","McFarland Clinic - Duff Ave","Ames","42.0268","-93.62018","Austin Bancroft, MD"
"Physical Medicine & Rehab","Guthrie Center","Guthrie County Hospital","41.6773","-94.50232","1/MO","Iowa Clinic - Physical Med/Podiatry","West Des Moines","41.5755","-93.71303","Todd C Troll, MD"
"Pulmonary Disease","Guthrie Center","Guthrie County Hospital","41.6773","-94.50232","1/MO","Iowa Clinic Pulmonary","West Des Moines","41.5755","-93.71303","Angela S Collins, MD"
"Pulmonary Disease","Guthrie Center","Guthrie County Hospital","41.6773","-94.50232","1/MO","Iowa Clinic Pulmonary","West Des Moines","41.5755","-93.71303","Amerlon L Enriquez, MD"
"Cardiovascular Disease","Guttenberg","Guttenberg Municipal Hospital","42.7803","-91.10047","1/MO","Medical Associates Clinic - East","Dubuque","42.50551","-90.66731","Rami Sabbah Eltibi, MD"
"Cardiovascular Disease","Guttenberg","Guttenberg Municipal Hospital","42.7803","-91.10047","1/MO","Medical Associates Clinic - East","Dubuque","42.50551","-90.66731","Thomas M Johnson, MD"
"Cardiovascular Disease","Guttenberg","Guttenberg Municipal Hospital","42.7803","-91.10047","1/MO","UnityPoint Cardiology - Dubuque","Dubuque","42.50551","-90.66731","Tauseef Ali Khan, MD"
"Ophthalmology","Guttenberg","Guttenberg Municipal Hospital","42.7803","-91.10047","2/MO","Fuerste Eye Clinic","Dubuque","42.50551","-90.66731","Juan Carlos Nieto, MD"
"Orthopaedic Surgery","Guttenberg","Guttenberg Municipal Hospital","42.7803","-91.10047","1/MO","Medical Associates Clinic - West","Dubuque","42.50551","-90.66731","Kyle William Korth, MD"
"Orthopaedic Surgery","Guttenberg","Guttenberg Municipal Hospital","42.7803","-91.10047","1/MO","Dubuque Orthopaedic Surgeons PC","Dubuque","42.50551","-90.66731","Stephen E Pierotti, MD"
"Orthopaedic Surgery","Guttenberg","Guttenberg Municipal Hospital","42.7803","-91.10047","1/MO","Dubuque Orthopaedic Surgeons PC","Dubuque","42.50551","-90.66731","Bryan Nicholas Trumm, MD"
"Otolaryngology","Guttenberg","Guttenberg Municipal Hospital","42.7803","-91.10047","1/MO","Medical Associates Clinic - East","Dubuque","42.50551","-90.66731","Charles Allen Parker, MD"
"Cardiovascular Disease","Hamburg","George C Grape Community Hospital","40.60379","-95.65509","2/MO","Methodist Phyisican Clinic Heart Care","Council Bluffs","41.25896","-95.85436","Joseph T Ayoub, MD"
"Cardiovascular Disease","Hamburg","George C Grape Community Hospital","40.60379","-95.65509","1/WK","Nebraska Heart Institute","Lincoln, NE","40.8136","-96.70261","Rebecca Susan Rundlett, MD"
"General Surgery","Hamburg","George C Grape Community Hospital","40.60379","-95.65509","2/MO","Methodist Phy Clinic General Surgery","Council Bluffs","41.25896","-95.85436","Eric Matthew Bendorf, MD"
"General Surgery","Hamburg","George C Grape Community Hospital","40.60379","-95.65509","2/MO","Methodist Phy Clinic General Surgery","Council Bluffs","41.25896","-95.85436","Jered Lawrence Windowski, MD"
"Hematology-Oncology","Hamburg","George C Grape Community Hospital","40.60379","-95.65509","2/MO","Heartland Oncology & Hematology","Council Bluffs","41.25896","-95.85436","Sakeer Hussain, MD"
"Neurological Surgery","Hamburg","George C Grape Community Hospital","40.60379","-95.65509","1/MO","MD West One","Omaha, NE","41.25865","-95.93719","John Samuel Treves, MD"
"Orthopaedic Surgery","Hamburg","George C Grape Community Hospital","40.60379","-95.65509","1/MO","MD West One","Omaha, NE","41.25865","-95.93719","James Keith Mantone, MD"
"Urology","Hamburg","George C Grape Community Hospital","40.60379","-95.65509","2/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","Larry E Siref, MD"
"Cardiovascular Disease","Hampton","Franklin General Hospital","42.74277","-93.20249","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Muhammad Anwar Al Sharif, DO"
"General Surgery","Hampton","Franklin General Hospital","42.74277","-93.20249","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Harsha Upashanta Jayawardena, MD"
"Neurology","Hampton","Franklin General Hospital","42.74277","-93.20249","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Rajinder Kumar Verma, MD"
"Obstetrics & Gynecology","Hampton","Franklin General Hospital","42.74277","-93.20249","2/MO","MercyOne Family Med Residency - Mason City","Mason City","43.15362","-93.20104","Chad Michael McCambridge, MD"
"Orthopaedic Surgery","Hampton","Franklin General Hospital","42.74277","-93.20249","2/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Timothy A Gibbons, MD"
"Otolaryngology","Hampton","Franklin General Hospital","42.74277","-93.20249","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Trisha Lynn Thoma, MD"
"Urology","Hampton","Franklin General Hospital","42.74277","-93.20249","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Christopher Edelen Adams, MD"
"Allergy & Immunology","Harlan","Myrtue Medical Center","41.64567","-95.32556","2/MO","Allergy Asthma & Immun Assoc","Omaha, NE","41.25865","-95.93719","James M Tracy, DO"
"Cardiovascular Disease","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/WK","CHI Health Cardiology","Omaha, NE","41.25865","-95.93719","Venkata Mahesh Babu Alla, MD"
"Cardiovascular Disease","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","Methodist Phyisican Clinic Heart Care","Council Bluffs","41.25896","-95.85436","Joseph T Ayoub, MD"
"Cardiovascular Disease","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/WK","CHI Heart and Vascular Specialists","Omaha, NE","41.25865","-95.93719","Scott C Carollo, MD"
"Cardiovascular Disease","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/WK","CHI Health Cardiology","Omaha, NE","41.25865","-95.93719","Khagendra Bikram Dahal, MD"
"Cardiovascular Disease","Harlan","Myrtue Medical Center","41.64567","-95.32556","2/WK","The Heart Institute","Omaha, NE","41.25865","-95.93719","Michael M Dehning, MD"
"Cardiovascular Disease","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/WK","CHI Health Cardiology","Omaha, NE","41.25865","-95.93719","Michael G Del Core, MD"
"Endocrinology Diabetes Metaboli","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","Diabetes and Endocrine Associates, PC","Omaha, NE","41.25865","-95.93719","Radha Andukuri, MD"
"Gastroenterology","Harlan","Myrtue Medical Center","41.64567","-95.32556","2/MO","Midwest GI Associates PC","Omaha, NE","41.25865","-95.93719","Alexander B Bernal, MD"
"Medical Oncology","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","Heartland Oncology & Hematology","Council Bluffs","41.25896","-95.85436","Sakeer Hussain, MD"
"Nephrology","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","CHI Health Creighton University Med Cent","Omaha, NE","41.25865","-95.93719","Mohammed Naser Nazmul, MD"
"Neurological Surgery","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","Doctor's Building North","Omaha, NE","41.25865","-95.93719","Ric Edee Jensen, MD"
"Neurological Surgery","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","MD West One","Omaha, NE","41.25865","-95.93719","Guy Allen Music, MD"
"Neurology","Harlan","Myrtue Medical Center","41.64567","-95.32556","2/MO","St Anthony Clinic - Carroll","Carroll","42.06565","-94.86722","Brian Lee Boes, MD"
"Ophthalmology","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","Omaha Eye & Laser Institute","Omaha, NE","41.25865","-95.93719","Sao Jang Liu, MD"
"Ophthalmology","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","Ivey Louise Thornton, MD"
"Orthopaedic Surgery","Harlan","Myrtue Medical Center","41.64567","-95.32556","2/MO","Miller Orthopedic Specialists","Council Bluffs","41.25896","-95.85436","Caliste Iv Hsu, MD"
"Otolaryngology","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/WK","Family ENT Clinic","Omaha, NE","41.25865","-95.93719","Paul S Sherrerd, MD"
"Pain Medicine Neurology","Harlan","Myrtue Medical Center","41.64567","-95.32556","2/MO","CHI Health Creighton University Med Cent","Omaha, NE","41.25865","-95.93719","Charles Christopher Schlaepfer, MD"
"Plastic Surgery","Harlan","Myrtue Medical Center","41.64567","-95.32556","2/MO","Dr Douglas J Ramos","Omaha, NE","41.25865","-95.93719","Douglas J Ramos, MD"
"Pulmonary Disease","Harlan","Myrtue Medical Center","41.64567","-95.32556","2/MO","Methodist Phyicians Clinic Pulmonary/Neurology","Council Bluffs","41.25896","-95.85436","Sumit Mukherjee, MD"
"Thoracic & Cardiac Surgery","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","David Benjamin Berkheim, MD"
"Urology","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/WK","Adult & Pediatric Urology PC","Omaha, NE","41.25865","-95.93719","John D Horgan, MD"
"Vascular Surgery","Harlan","Myrtue Medical Center","41.64567","-95.32556","1/MO","Methodist Health Systems","Omaha, NE","41.25865","-95.93719","Anjan Jyoti Talukdar, MD"
"Cardiovascular Disease","Hawarden","Hawarden Regional Healthcare","43.00078","-96.48794","1/MO","MercyOne Clinic Heart & Vascular Center - Sioux City","Sioux City","42.49632","-96.40644","Ida Lourdes Mazza, MD"
"General Surgery","Hawarden","Hawarden Regional Healthcare","43.00078","-96.48794","2/MO","Orange City Health System","Orange City","43.00136","-96.05678","Daniel Jordan Locker, MD"
"General Surgery","Hawarden","Hawarden Regional Healthcare","43.00078","-96.48794","2/MO","Orange City Health System","Orange City","43.00136","-96.05678","Steven Carl Locker, MD"
"General Surgery","Hawarden","Hawarden Regional Healthcare","43.00078","-96.48794","2/MO","Orange City Health System","Orange City","43.00136","-96.05678","Brent Eric Nykamp, MD"
"Orthopaedic Surgery","Hawarden","Hawarden Regional Healthcare","43.00078","-96.48794","2/MO","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","Joshua Conor Locker, MD"
"Otolaryngology","Hawarden","Hawarden Regional Healthcare","43.00078","-96.48794","1/MO","ENT Consultants","Dakota Dunes, SD","42.50394","-96.49581","Sarah Powell, MD"
"Urology","Hawarden","Hawarden Regional Healthcare","43.00078","-96.48794","1/MO","Siouxland Urological Assoc","Dakota Dunes, SD","42.50394","-96.49581","Craig A Block, MD"
"Gastroenterology","Humboldt","Humboldt County Memorial Hospital","42.72113","-94.21455","1/WK","Iowa Specialty Hospital - Clarion","Clarion","42.73076","-93.73283","Kenneth W Adams, DO"
"General Surgery","Humboldt","Humboldt County Memorial Hospital","42.72113","-94.21455","2/MO","UnityPoint Surgery Center - Fort Dodge","Fort Dodge","42.50117","-94.16939","Darren Leslie Croo, MD"
"General Surgery","Humboldt","Humboldt County Memorial Hospital","42.72113","-94.21455","2/MO","UnityPoint Surgery Center - Fort Dodge","Fort Dodge","42.50117","-94.16939","Ericha Lee Worple, DO"
"Interventional Cardiology","Humboldt","Humboldt County Memorial Hospital","42.72113","-94.21455","1/MO","Iowa Heart Center - Fort Dodge","Fort Dodge","42.50117","-94.16939","John Michael S Chua Chicao, MD"
"Medical Oncology","Humboldt","Humboldt County Memorial Hospital","42.72113","-94.21455","2/MO","McFarland Norma Schmoker Cancer Center","Fort Dodge","42.50117","-94.16939","Sarah Anne Tofilon, MD"
"Obstetrics & Gynecology","Humboldt","Humboldt County Memorial Hospital","42.72113","-94.21455","2/MO","UnityPoint Clinic OB/GYN - Fort Dodge","Fort Dodge","42.50117","-94.16939","David Mile Ilceski, MD"
"Orthopaedic Surgery","Humboldt","Humboldt County Memorial Hospital","42.72113","-94.21455","3/MO","Orthopaedic Specialist / Fort Dodge Clinic","Fort Dodge","42.50117","-94.16939","Emile C Li, MD"
"Otolaryngology","Humboldt","Humboldt County Memorial Hospital","42.72113","-94.21455","1/MO","Wellendorf ENT","Carroll","42.06565","-94.86722","Tracey G Wellendorf, MD"
